id,emp_length,home_ownership,verification_status,purpose
a7009d10-d3ec-4634-b2e9-17d344597e34,1year,mortgage,Verified,house
8f5137a5-a281-49f9-a39d-51159f67d5a2,10years,rent,Not Verified,debt_consolidation
52b1607e-f9eb-4e13-8a53-f702905f1c10,1year,mortgage,Verified,debt_consolidation
80a38bb7-90f4-441b-8a7b-60f001a1c740,10years,own,Verified,credit_card
3b665d15-ef1f-4151-ad17-6a212a0eee06,10years,rent,Verified,car
0ba77e57-8f0d-44b2-a514-d7336f9beb72,<1year,rent,Verified,debt_consolidation
3e72860e-8b59-4e3d-a766-57432ddd8616,3years,mortgage,Verified,debt_consolidation
be0cbb28-d565-43c8-90b2-08742f8a9a32,<1year,rent,Verified,debt_consolidation
0bb5a9d4-4aa3-4871-819b-a3b6be298dbc,10years,rent,Verified,house
49b74d1a-5086-46c1-8bba-0b1f3066b3b4,4years,rent,Not Verified,debt_consolidation
7b9983ce-01a0-4fb6-bcbc-a0565deed5bd,10years,mortgage,Verified,debt_consolidation
5e0aad55-ba1d-4b6c-8a26-f591e179f84f,3years,mortgage,Not Verified,credit_card
b3518486-0832-47e3-b16e-addeeb2c965f,10years,mortgage,Not Verified,other
1b3043ca-c50c-4c13-b390-32a8b4a42cc4,4years,rent,Verified,debt_consolidation
3b252678-bbcb-48ab-af13-6e5c2728db12,10years,mortgage,Verified,house
c556adbd-dd62-486c-b230-fb11cd77995e,10years,mortgage,Not Verified,debt_consolidation
e6484a4f-0c6a-4635-83f5-6d9f8b5b991b,8years,mortgage,Verified,debt_consolidation
b677186a-81d0-41fd-aedd-2afe09e7cf01,2years,mortgage,Verified,debt_consolidation
bee8d58f-9b03-4499-992f-fac678f15caf,10years,mortgage,Not Verified,debt_consolidation
c7ea1009-e927-4fb8-93e8-97bd49d2cfd4,0year,own,Verified,credit_card
06d5e562-a77e-4d58-a43c-cce87be108a0,4years,rent,Verified,credit_card
0d9cdc15-7413-4a91-8a66-d8973c86e763,1year,mortgage,Verified,credit_card
d4efb5a0-aad5-48ef-985e-d7bd31c54b18,5years,own,Verified,debt_consolidation
62cf4a39-9067-4ad0-87ef-8ba85a91687e,10years,mortgage,Not Verified,debt_consolidation
8debd5f9-bfe6-4d5b-87eb-921d031288c6,2years,mortgage,Verified,debt_consolidation
256c06a8-f4ba-436d-a92a-c0620678d696,1year,rent,Not Verified,credit_card
683a0a1d-b32d-4622-92c4-81abf0c0f3a0,10years,mortgage,Not Verified,debt_consolidation
439eeb01-c94e-46cb-9f5b-97677b3d36de,4years,rent,Verified,credit_card
34a6a293-2eba-46c8-9269-3dd6a412ecb2,10years,mortgage,Verified,house
d055104a-5c2e-4965-b8c3-8061405950b7,<1year,rent,Not Verified,other
ff36840c-1778-4dd3-aa5b-2d2dc0512c4b,8years,rent,Not Verified,other
aff5e07a-5657-4b62-9534-6903fe35f61a,5years,rent,Not Verified,credit_card
23e07334-4931-4420-903c-78fd49c3de99,10years,mortgage,Verified,debt_consolidation
c0230276-55ae-4fe2-921e-615874abf7f7,<1year,mortgage,Not Verified,credit_card
514d3d19-fbdc-4532-a2c5-84233ac73ab6,6years,own,Verified,major_purchase
5014d564-310c-4c21-b214-47f71fed3802,10years,mortgage,Verified,other
8a0334dc-7a35-4938-a6bb-f292248ff874,1year,own,Verified,debt_consolidation
60f5df31-afb4-4f12-b13a-3ed6adc92830,9years,own,Verified,other
e65ac707-958b-42be-9c39-e97aed2adbd7,10years,mortgage,Not Verified,credit_card
4bba22be-aa6d-4484-9b85-932c7e68468a,<1year,rent,Not Verified,debt_consolidation
bfd73417-eb9a-4e1e-ad1f-813ec2ec4ae3,<1year,rent,Verified,house
522090f8-3d80-4173-874f-0b4951b89a65,10years,rent,Verified,debt_consolidation
6b88dbcb-ad32-4953-91ae-86fa160453e6,3years,mortgage,Not Verified,debt_consolidation
d62dcd31-60fc-46d8-a3b6-386fd0c67a41,3years,rent,Verified,credit_card
8bcdb921-9674-4758-bf3e-eddc5c788ff9,1year,rent,Not Verified,credit_card
62fa84b7-1647-47be-b494-306b2db6beb7,10years,mortgage,Not Verified,debt_consolidation
ccca999c-adbb-428b-8416-f687160811f3,5years,mortgage,Verified,credit_card
baca0994-0bd3-4df0-8821-2d5311aff50b,<1year,own,Not Verified,credit_card
0a120c12-317f-4701-b6e2-9cc22b74abde,5years,rent,Verified,debt_consolidation
9d28deb9-43a8-4f70-920a-96cb08495651,10years,mortgage,Verified,debt_consolidation
bcfb3173-0ad9-4bf6-acc4-a06ca6f78c37,9years,mortgage,Verified,debt_consolidation
6bbc7852-d028-45f7-aaec-b9160020fdc7,2years,rent,Verified,medical
790229e9-7d34-4e53-ae1e-1e5dc6521250,3years,rent,Verified,debt_consolidation
5ae04f48-7cf6-4421-b284-0829dc21ca0f,10years,mortgage,Verified,debt_consolidation
d4b237fa-da04-4b11-a596-fc0c53cc183f,<1year,rent,Not Verified,credit_card
fedee627-0698-425b-845f-c3a84d2cef53,5years,mortgage,Not Verified,debt_consolidation
7cd20767-662b-43d3-8182-7ba226e83115,10years,mortgage,Verified,debt_consolidation
08e55b7d-c9d4-4cee-aab3-de7709dd6bf3,1year,mortgage,Verified,debt_consolidation
8a8018bd-2d54-435b-b153-0f2fbb3e3152,2years,own,Verified,car
6873f2dc-0de5-40f5-8f81-a2b3256e7510,<1year,rent,Not Verified,credit_card
49df2fa7-00e1-4b63-afd8-3b3ad1405791,10years,mortgage,Verified,debt_consolidation
ad5ed60f-9690-40ef-9746-5f806f319e91,5years,rent,Not Verified,debt_consolidation
d143a000-90b1-479b-a8a4-4c48d3b772c9,10years,rent,Not Verified,debt_consolidation
88311912-0b05-4c3a-955b-bc211dc2ba30,10years,mortgage,Verified,debt_consolidation
1184bc60-4e3d-44ed-9444-641f290b80e6,5years,own,Not Verified,credit_card
ce37318e-7dc9-49e9-9530-b25ce7b2b4b0,2years,rent,Verified,debt_consolidation
7bf9f49a-eaee-4201-8eca-3c62336f0ede,10years,rent,Verified,credit_card
02069747-06a3-45d1-8aaf-279dee11025e,10years,mortgage,Verified,debt_consolidation
ad6576a4-cbcd-49e3-93ed-2bd9390a758f,3years,mortgage,Verified,credit_card
c245e080-15b7-4fd3-9a97-a6480235106a,5years,mortgage,Verified,debt_consolidation
c9f84ec6-507c-42d2-b3da-c281c557ae69,10years,mortgage,Verified,small_business
06258657-1c55-4f9f-acf1-e16fb420c16e,10years,rent,Verified,debt_consolidation
c8c3c946-3989-4e21-be09-9237f95acad6,10years,rent,Verified,debt_consolidation
d33bf4bd-c7be-43ef-aea2-f6232ac4eb9a,3years,mortgage,Verified,house
d59f0f04-3665-4fa9-bc13-ab7a37371d3a,10years,mortgage,Verified,credit_card
7b6d58e6-d14b-4910-87b3-313a48b73f7c,0year,mortgage,Not Verified,debt_consolidation
41095fd3-a77f-4455-bbcb-3e04388c5374,10years,rent,Verified,debt_consolidation
5de2a181-4c03-4548-bfe6-5910406498bb,10years,mortgage,Verified,debt_consolidation
b6a088e2-9910-46fe-86a4-130b79e7dd0b,10years,own,Not Verified,debt_consolidation
d05abdef-6d00-41ad-b1de-20221427c076,<1year,mortgage,Not Verified,debt_consolidation
ceb492dc-036c-475f-beb2-b5dbe64ab214,1year,mortgage,Not Verified,debt_consolidation
3a71da3b-d71a-4b98-b3f0-590cae41dfad,0year,rent,Verified,credit_card
1ffe04ef-bc7f-4527-a6e6-ea310ef60454,1year,mortgage,Verified,debt_consolidation
843ed2bf-22c0-4a4d-86d8-a8a78794811a,5years,mortgage,Not Verified,debt_consolidation
aad6f41f-ea3e-4b3a-b486-bf675d2b7520,10years,mortgage,Verified,debt_consolidation
e32f8015-b3c4-45f4-b281-2b179f06cf58,<1year,mortgage,Verified,debt_consolidation
95e81c7a-bbd6-4d83-acf2-1dd66d8fb1ed,7years,mortgage,Not Verified,house
63a9e800-1993-4a2b-851f-8c6b7f11b4f4,6years,mortgage,Verified,debt_consolidation
5c541778-a97f-45e3-95b8-118bd473bd0c,3years,rent,Not Verified,debt_consolidation
9eb9b768-006b-4fb1-b416-b966c03361cd,10years,rent,Verified,debt_consolidation
565d4e8f-1f94-41a9-9b03-b8f7b93332da,9years,own,Verified,car
ce930fa5-2aef-4dab-8b6c-e0f46ce3a272,10years,mortgage,Not Verified,debt_consolidation
dc8c62fc-68e7-45ab-bce0-ad71e97a98a1,9years,mortgage,Verified,debt_consolidation
560a5aa4-2969-4f3d-9bb4-42ead6cbced5,1year,mortgage,Verified,debt_consolidation
512ae58e-149e-4517-b065-a8675ca2c94d,4years,rent,Verified,debt_consolidation
9ffcd2df-4fcc-4d6d-af34-62ff47d72e45,10years,mortgage,Verified,house
dff8afd8-6d92-407a-9900-ec5c9f5ce317,10years,mortgage,Not Verified,debt_consolidation
8f9bed91-7f6e-40ee-90e7-350c41e0aa56,2years,mortgage,Not Verified,house
8c3ffa3b-e908-403c-86fb-1ad54204d095,10years,rent,Verified,debt_consolidation
cbe222bd-deed-4881-9a64-23ed38cbee8a,10years,mortgage,Not Verified,debt_consolidation
1635f41d-cacf-4e5f-8861-4a081a401548,10years,mortgage,Verified,house
860d6b27-2585-46f5-b84b-ceb9443a37ed,7years,mortgage,Not Verified,debt_consolidation
f5097bdb-5d0d-4ea6-becc-bbe41a761ead,7years,mortgage,Verified,debt_consolidation
484e05a3-e69e-4ecf-bd41-8ef4bc1803aa,6years,rent,Verified,credit_card
300537ed-61c1-4409-ab1a-d1adb688b906,9years,rent,Verified,credit_card
c9815161-e6db-402f-b7d3-a3452cd621a1,5years,mortgage,Verified,debt_consolidation
b2333cc2-2caf-4c04-8bac-79f71c3a5a7f,10years,rent,Verified,debt_consolidation
8a0438e5-aaea-4077-9234-2b210fcd3238,2years,rent,Not Verified,debt_consolidation
c878eaa9-9c42-4a7c-98ad-6d19227ada46,7years,rent,Not Verified,debt_consolidation
b3caae91-182a-43b5-8395-eba93c0d0a71,10years,mortgage,Verified,credit_card
3d148a9a-6b73-4054-9ab1-2e7850cd00ac,10years,mortgage,Verified,debt_consolidation
a1f15fea-d0ca-415c-a300-87b619819ed7,5years,own,Not Verified,debt_consolidation
948608d2-8a68-42af-9c0e-bd6af30a0400,0year,mortgage,Not Verified,credit_card
8ce706db-af0f-43eb-a10c-c177927c3903,2years,rent,Verified,other
4ae82a94-c7f4-4da7-9eeb-d178849c9260,9years,mortgage,Verified,debt_consolidation
cdd00996-e2a2-404d-aeb8-76c6c4af6f0f,10years,rent,Verified,credit_card
dd146892-7d5b-44af-8867-ea6250919abe,7years,rent,Verified,other
96ebc45e-1176-4cd0-841a-ba8ff3f96e02,9years,rent,Verified,other
3f0a1a2f-55be-473d-9d07-941794700900,2years,rent,Not Verified,credit_card
7c00b98e-04b2-4b60-be82-ae5aee7aac2c,10years,mortgage,Verified,debt_consolidation
47dfb622-cb2c-4cb7-953c-fec4415413c8,3years,rent,Verified,debt_consolidation
f37833db-08b1-4c5c-8569-963bebbc819c,1year,mortgage,Verified,debt_consolidation
82fff143-3774-4519-aee7-2de857dd7c6b,3years,own,Verified,credit_card
02e3b316-89c1-4074-b25d-061edf865f56,7years,rent,Verified,debt_consolidation
6cd10cc7-cfb3-4d96-9160-8dd0d18dd802,10years,mortgage,Verified,credit_card
2a9e8f03-7fea-44b1-b352-ed83b1a8ee9d,2years,rent,Not Verified,debt_consolidation
c0f0d519-174f-4046-ae33-99eef5b0afbe,8years,own,Verified,house
5bee9dec-ed7d-4495-ab40-b9edf76e4a30,10years,mortgage,Verified,debt_consolidation
d7993446-c760-4057-810c-b663082895d6,6years,mortgage,Verified,credit_card
cc7f26ac-be4e-4534-bcd1-20707b8e0c0b,4years,rent,Verified,debt_consolidation
77e6c039-93ae-428e-a371-074acddb6581,10years,own,Not Verified,house
7f85fd43-2b81-482b-9e14-8dc91de99155,1year,mortgage,Verified,house
e0889801-3372-44e5-ac39-a7aef2faf876,6years,mortgage,Verified,debt_consolidation
af3abbf8-0722-4b77-a3ba-8f125427ab0a,2years,mortgage,Verified,debt_consolidation
9815c055-2a51-448e-b2f6-336adca25307,10years,mortgage,Not Verified,debt_consolidation
22411204-160e-4615-85db-658a7538ec64,10years,own,Verified,credit_card
3f141e79-ffbd-449b-b110-e7b3654ed8ad,1year,rent,Verified,debt_consolidation
30175200-4db2-4db8-aabe-b4844b981ff6,3years,mortgage,Verified,debt_consolidation
2083bcf5-06f5-4b56-80fc-1e48d789c53a,4years,mortgage,Verified,debt_consolidation
cb51566f-6f3d-4962-bc9a-f5a39f50e743,10years,mortgage,Not Verified,debt_consolidation
9ac51b3e-7e5e-4bb3-9c01-3865580c06f8,0year,own,Verified,debt_consolidation
3103e6eb-344e-4720-a007-06de1274ddd1,10years,rent,Verified,debt_consolidation
d48d8185-73e5-415c-b1e5-eb48381c2b29,10years,mortgage,Verified,debt_consolidation
4998a31c-ea93-407e-ad96-69a71bedf3a4,8years,mortgage,Verified,car
ee777936-bd75-492e-93da-322a681e2d9e,10years,own,Not Verified,debt_consolidation
c1fdccc5-f691-4ec8-a27a-037d2ef65e7c,2years,mortgage,Not Verified,major_purchase
62cbedda-bf73-43a8-b583-1ae40c8e7b3b,10years,mortgage,Verified,debt_consolidation
3c1eb5ae-74f9-4e2a-ad78-68eee0bd472b,5years,rent,Verified,debt_consolidation
c352b693-f6ec-4eba-b3e6-5721263ff0b6,4years,rent,Verified,debt_consolidation
210ad0a9-1bed-4dd6-94a0-1116b3b85740,<1year,rent,Not Verified,credit_card
5d4884e9-771d-45e5-9832-c5bbc2f9d4f4,3years,rent,Verified,credit_card
429ac8ec-d531-4d8d-9679-a385d9cc1be3,<1year,rent,Verified,credit_card
01345f5b-e94c-455c-8695-63c3b66db776,10years,rent,Not Verified,debt_consolidation
5fa3e014-b0fb-47c9-80fe-d9900a5df17b,7years,rent,Verified,credit_card
1b2a7db5-54d3-48a0-bca9-2a86591b55cb,2years,rent,Verified,debt_consolidation
0052ad49-e802-43d5-908c-25175bb57ba6,6years,mortgage,Not Verified,debt_consolidation
093a4549-506f-4226-8b21-bf443da42b58,10years,mortgage,Verified,small_business
dc0ff5c0-e5ad-4026-b234-67e92452ab65,8years,mortgage,Verified,house
786bb5c6-906f-410d-8263-dfe8cf4437d3,0year,rent,Verified,debt_consolidation
f8c9776e-5eb0-4a17-b91c-16ebe9a8d133,10years,mortgage,Not Verified,credit_card
31cdb3f1-6059-431f-9216-b5ab389bc05f,2years,rent,Verified,credit_card
4d94b81d-41fb-4ebf-afe6-8f668a7de550,10years,mortgage,Not Verified,house
dbce7317-35a3-4d6a-bdbd-e52692aef68e,1year,rent,Verified,vacation
42065a4a-b391-4acd-bb25-cda940ab3e2b,<1year,mortgage,Not Verified,credit_card
1ec86923-cdf3-4a27-ab51-8f1288d0bd31,7years,mortgage,Not Verified,credit_card
4aabaf99-439c-4c52-8b32-754e2960e101,0year,own,Verified,debt_consolidation
7ad64d5e-0060-4868-a9c2-45d9cbf1cc03,1year,rent,Verified,credit_card
fd61a01a-346b-4c11-a854-895e650bb8d2,<1year,own,Verified,debt_consolidation
0d3396f4-56f9-4f4c-abd7-e3042b6e65dd,0year,rent,Verified,medical
7d8ec901-c56a-46a3-a1a0-9fa397cec3fe,10years,mortgage,Verified,debt_consolidation
b308b9f3-e34e-4473-957a-3c536a2295b3,3years,mortgage,Verified,debt_consolidation
dfc077a6-1174-418c-9762-981ea797d54b,3years,rent,Verified,debt_consolidation
7912c819-06ad-4fb8-be7a-91750a1aca46,10years,own,Verified,debt_consolidation
9a7f29c2-6cd7-4d3f-b1b2-724208c31d00,10years,rent,Verified,credit_card
7a266001-98c5-40ba-b1f7-4b904f616f75,6years,mortgage,Verified,debt_consolidation
8cdc2a04-1f71-4742-8565-029e40caf043,<1year,own,Not Verified,debt_consolidation
42ab1d37-3971-4368-b3c8-3e8bf1296cbf,2years,mortgage,Verified,small_business
a3b3e535-d1ac-4117-b19a-ec137b12a4e9,10years,mortgage,Verified,credit_card
c4acd2f4-7743-44f7-b914-d75cd563cba4,0year,mortgage,Verified,credit_card
aace8181-972f-424c-9b39-0040d01dff63,3years,rent,Verified,credit_card
d31826a2-42cb-4073-b5c7-16256aac6346,10years,mortgage,Verified,debt_consolidation
db194f91-6ca6-4b4a-bfde-8284f3b44715,10years,rent,Verified,credit_card
63c2be35-c75d-47e4-9610-2114a815f36d,4years,mortgage,Verified,debt_consolidation
7b7a91da-ae5e-479c-96b8-294a5afd7903,6years,mortgage,Verified,debt_consolidation
4d9db710-aafd-4ea3-a094-66d974a81529,10years,own,Not Verified,debt_consolidation
1aa2fd8f-8e89-40a7-b4ce-fc748e151aa6,10years,rent,Verified,debt_consolidation
81a6d6c9-57f5-48dd-9044-83e571796771,10years,rent,Not Verified,credit_card
167badb4-c2de-4d42-adef-520f416520b1,10years,rent,Verified,debt_consolidation
c5766e5e-4b46-48de-a8bc-87cb3555d1d3,7years,mortgage,Not Verified,debt_consolidation
0c34f7ff-8ac2-4f3c-bc92-85800acfbad5,5years,mortgage,Verified,house
8663d6cf-62d3-4773-8eba-27cbfb40b288,3years,rent,Verified,car
692c3e89-2e9b-4b85-8613-957a40870b01,10years,rent,Verified,debt_consolidation
3c9d7b59-717c-4a18-b5b7-0ed4b4d34943,5years,mortgage,Verified,debt_consolidation
cd200c54-2ba3-464c-a157-50d5a8bd1f29,<1year,rent,Verified,debt_consolidation
06254de5-1b59-45bb-a710-e841368e288f,10years,mortgage,Verified,debt_consolidation
eb63f159-45bf-4ebb-b4de-7fe97fcba284,7years,mortgage,Not Verified,debt_consolidation
6177b4d2-5325-49d7-816d-762c26c2469a,4years,rent,Verified,debt_consolidation
e32e6b6e-084e-47ff-8e28-9f14ffd73334,3years,mortgage,Verified,credit_card
2bb52ccb-6cb5-4ea2-bb4f-8a1b476ac3aa,9years,own,Verified,debt_consolidation
74814bb2-f19f-49cf-9d1c-9554b7252884,4years,rent,Not Verified,debt_consolidation
5effad4f-8c5c-4aec-af1a-c2c2943a889a,4years,mortgage,Verified,debt_consolidation
88519711-7a24-4276-ad60-5e3171a700a9,4years,rent,Verified,debt_consolidation
57242ea1-1e59-4351-b866-9f9d782f5004,10years,mortgage,Verified,credit_card
e302e44c-e2ea-4556-a415-956802d34c44,<1year,rent,Verified,debt_consolidation
722d9367-687e-4dde-b0e8-05e55193745d,3years,mortgage,Not Verified,house
95a42a23-33d5-4d17-9358-7b884fb7fd7b,0year,mortgage,Verified,credit_card
452d32d1-dcce-45e0-8301-49b80a445f71,0year,mortgage,Verified,major_purchase
1b784f16-bed9-4247-857e-52e6c54b3ef3,3years,rent,Verified,credit_card
ac71b347-3ef7-4ea1-bbc4-f5193c8d4f77,10years,mortgage,Verified,house
546bc5e0-da58-4a47-8dfa-491af53ae667,10years,mortgage,Not Verified,debt_consolidation
5af65b5c-72ba-4093-9917-25b1e7465c3e,0year,mortgage,Verified,debt_consolidation
e2d275f0-96c4-41cb-87ff-64de3ba057ef,4years,own,Verified,house
d7ad9978-fa57-4604-9799-d3381bd7489f,0year,mortgage,Verified,debt_consolidation
7dadd10d-dd9c-424d-b983-607eef281e72,6years,mortgage,Verified,debt_consolidation
2921333f-e9b5-4197-b5a9-522a8583accf,10years,mortgage,Not Verified,debt_consolidation
21183121-ee31-4af5-aae0-0a93023e773b,<1year,mortgage,Verified,credit_card
e1b26723-f794-4e47-b4ef-c1f2c41c810c,2years,mortgage,Not Verified,debt_consolidation
4b796697-74e2-4c84-9859-65ce72c6e03c,10years,mortgage,Verified,debt_consolidation
7cbc9999-6d55-4ef4-81b5-16767fb10e0e,<1year,mortgage,Verified,debt_consolidation
821fd418-2fe3-41d0-b483-3dbd7d6bf8f9,10years,mortgage,Not Verified,debt_consolidation
655b356e-bc48-4c21-9a9b-74b55c600b6a,<1year,rent,Verified,debt_consolidation
dbd8ed25-6ec4-4b3c-a97a-0c3ad1006d74,10years,mortgage,Verified,debt_consolidation
1d28698a-a8ba-44d8-b77c-b400c74b5722,2years,mortgage,Verified,debt_consolidation
2ea6d3aa-0d20-4e08-b086-d05c56319a76,10years,rent,Verified,debt_consolidation
0c0f5609-e407-4ac2-9f80-b1251d910df5,10years,mortgage,Verified,debt_consolidation
188781e8-3e1f-4c62-a19c-6c63cb0a351b,10years,mortgage,Verified,debt_consolidation
27c2ce84-192c-435e-bd1f-c4e712d8410f,9years,mortgage,Verified,debt_consolidation
a06c638a-4093-4a82-b441-243f322d8657,<1year,mortgage,Not Verified,debt_consolidation
01bb9e3a-1500-4b91-9aa8-f51db1cdf265,6years,rent,Verified,debt_consolidation
f0ba1ce4-dae3-454c-9a6c-fbbd9b6fa958,<1year,rent,Verified,credit_card
48bd4c0f-b654-4c41-85f4-5105d8761c15,<1year,rent,Verified,debt_consolidation
9f98bd43-6bba-46a3-9e43-1c9be99fe5a6,2years,rent,Verified,debt_consolidation
62391742-04d1-451e-9ca1-7a7079c39a65,0year,mortgage,Verified,debt_consolidation
487b550b-8774-4e1a-bedb-701210a0fd83,1year,rent,Verified,debt_consolidation
4d733094-979e-4198-a70c-0675c017ab57,10years,rent,Verified,debt_consolidation
0b5ef561-31ac-4da8-81d5-50f9e0f57d19,5years,mortgage,Not Verified,debt_consolidation
cfae41a6-0c29-45ec-b8ce-d6826daf53cf,10years,own,Verified,other
cb91057b-d093-43b5-8f52-8167614f9e67,1year,rent,Verified,other
82546bf0-300a-4e8a-8028-4ccb0d8e37c3,10years,mortgage,Verified,debt_consolidation
f23e3dac-287b-4af6-8aeb-40bd2e15a678,0year,rent,Verified,debt_consolidation
0c004877-1938-407b-8aa4-4d7d653bb71c,6years,mortgage,Verified,debt_consolidation
3e9c6a99-96ca-475f-a4bc-dc550a009fa3,6years,mortgage,Verified,debt_consolidation
3fb4d9e1-f1c1-4ea5-b438-f59a12ba83b1,8years,mortgage,Verified,credit_card
b4487598-d8b6-420c-8a4c-72239649d799,<1year,rent,Verified,vacation
e5cc2667-36cf-4f89-8321-3fd479fc4a1a,10years,mortgage,Not Verified,house
0b79c8f3-37e3-4176-9757-3cc6f6f50aa3,10years,mortgage,Verified,debt_consolidation
cb15c7b0-da9e-4128-8226-c634c8d1697d,10years,mortgage,Not Verified,debt_consolidation
d699e487-7a77-4542-846e-784c015fd369,4years,rent,Not Verified,debt_consolidation
c369adec-06b9-478d-a480-828bcbfccfc7,10years,mortgage,Verified,debt_consolidation
9c88fdb5-4904-4733-a9ce-2fbdc27ec222,6years,mortgage,Verified,credit_card
71533a96-7c19-4cba-92d9-524e882ac1b2,10years,own,Verified,debt_consolidation
f7e943e5-d49b-4a99-9c57-6e7d31c54ecd,10years,mortgage,Verified,debt_consolidation
9d5d89fe-a13c-4f71-bf20-4999fab6fd71,10years,own,Verified,debt_consolidation
9b6b80f9-392e-4657-a060-8f51091a4620,10years,mortgage,Verified,debt_consolidation
c530e220-0fa3-417e-8e0e-88b627a6823d,0year,rent,Verified,debt_consolidation
347c08ab-e240-4316-b7cb-4ae7250c1800,5years,rent,Verified,credit_card
a0881dda-ea03-4008-a66c-d0ac1f11c5e7,8years,mortgage,Verified,credit_card
5f067899-3c48-4e38-bf59-3bd8bd8f8ef6,3years,rent,Verified,credit_card
a07637f8-f192-4134-8fd8-c0a6c5568b27,10years,mortgage,Verified,debt_consolidation
53aeebbb-ee8e-4699-b18b-9bd2f10a03b1,8years,mortgage,Verified,house
ce460ad3-0c01-4f0d-9260-a2c91bf4cf19,10years,rent,Not Verified,credit_card
dcfabf71-cb97-4ada-b93d-a10513fec46f,3years,mortgage,Not Verified,debt_consolidation
a1ed0df6-857a-4bd4-a631-ef379024eff9,<1year,rent,Verified,debt_consolidation
f5d58bdb-fa4f-4254-8f53-2548d662e5af,2years,rent,Verified,debt_consolidation
8b37e284-2d17-4f6a-8cc0-41057a27be2a,10years,mortgage,Verified,credit_card
b38e2890-104d-4762-9be3-14735a722226,4years,mortgage,Verified,credit_card
faf5438a-fde5-455c-b863-bf738bc1f763,9years,mortgage,Verified,debt_consolidation
c9d065a5-839d-40a2-9a48-368bf50321dc,5years,mortgage,Not Verified,debt_consolidation
5c3e7ca9-f8f8-4c28-a04e-5673d63816ad,2years,rent,Verified,debt_consolidation
7867f6fb-6ef1-40cb-97b9-b1cc653a406d,10years,mortgage,Verified,debt_consolidation
7e9bc96b-3878-410e-8e37-91b113fb3bd1,1year,rent,Verified,credit_card
400b10ac-e30a-4226-b0ae-8d91d1c3f9f4,10years,rent,Verified,debt_consolidation
1b155abf-d7a2-4c8d-92da-1c28c1b5aef0,<1year,rent,Not Verified,debt_consolidation
30d03698-bf32-4f7c-86f1-4a5b8d354cb1,<1year,rent,Verified,debt_consolidation
aecbbd83-0a97-4790-84d9-06202fe65595,7years,mortgage,Verified,debt_consolidation
ab0caf43-0eba-461b-bdb6-93f8d3cf6235,4years,rent,Not Verified,debt_consolidation
4d6d5009-a282-4585-ad2a-fb504e7ecdac,5years,mortgage,Verified,debt_consolidation
174be41e-7197-4919-a4c4-cd5895284dd0,6years,mortgage,Verified,house
013d58fe-e9e9-4334-8ac8-b911e1da93c3,2years,rent,Verified,debt_consolidation
6f5dcd46-4cca-47ce-83a8-b897c7d2e2e1,10years,mortgage,Verified,debt_consolidation
3e221dff-13d6-470e-8f5d-a60377de2e75,1year,rent,Verified,debt_consolidation
ef1878d7-103a-41e8-b434-e54ab151d173,4years,own,Verified,debt_consolidation
9d486d8c-8b8c-407a-bb80-bc0adfd44115,7years,rent,Verified,credit_card
de71ac6e-dfd9-4a65-9fb9-3f3ea10e81ff,8years,rent,Verified,debt_consolidation
bc38d173-0bed-4381-aaf5-95645e08f90b,9years,rent,Verified,debt_consolidation
1fd14902-8ab6-4f0b-8dfc-b9505753348c,7years,mortgage,Not Verified,debt_consolidation
0a78d60b-b85c-48b4-8aff-e4be1520bcd6,3years,rent,Not Verified,credit_card
4e171028-9f97-4c68-b949-fcf2681148db,10years,mortgage,Verified,debt_consolidation
85b31d67-84e4-4cba-96ee-580b02f9fead,1year,rent,Verified,car
29445b42-3642-44b4-926c-530d376d9392,2years,rent,Not Verified,debt_consolidation
ab437b0c-2f14-435e-89c3-44df5c51ad71,<1year,mortgage,Verified,credit_card
07defeda-83af-4e9d-9f3e-7159d898cafd,10years,mortgage,Verified,debt_consolidation
9f62c0e7-4744-4f0f-a35c-3c76287c5397,<1year,rent,Verified,car
62f359a8-38c8-4192-b23c-55c357d9d528,1year,rent,Verified,debt_consolidation
bce6db26-9059-4568-9da5-d8e3bcb3411e,10years,mortgage,Not Verified,debt_consolidation
6fbd21ad-fb93-4294-a76f-afeb5d615ebf,8years,rent,Verified,other
7f95c59c-aad3-47b2-ab07-8fbe4c3902c9,9years,rent,Verified,debt_consolidation
4a21eaa1-55e8-4ba6-9762-bbc7d09c0c2f,10years,own,Verified,credit_card
f3b2d5c4-a5a9-4a0a-bff2-1b8b8b277bf2,7years,rent,Not Verified,vacation
4cb7ffa1-b113-44b2-a750-3d7db58ef78b,10years,own,Not Verified,other
41ba3e9b-b7d5-4869-93f6-eae56c899160,1year,rent,Verified,debt_consolidation
46578d06-7d65-43d7-80ca-7e8fac949b37,10years,mortgage,Not Verified,debt_consolidation
9e8be352-e1fd-4b03-a5a3-443b504bbeb7,10years,mortgage,Verified,credit_card
96a0efbb-6a5e-47de-8c2a-63ca445be693,2years,mortgage,Verified,credit_card
a16a3bd9-c913-4bfc-a180-9710c3830712,9years,rent,Verified,credit_card
856c37a6-044e-46c3-9069-7cd7f67efbb0,2years,rent,Verified,debt_consolidation
007886a9-22e8-417e-b123-91c653f2a44d,3years,mortgage,Verified,medical
0ff9e54c-b398-466f-bc35-780369fc96b3,3years,mortgage,Verified,house
a55925e4-a49b-46e8-8c69-b13db93d333c,<1year,rent,Not Verified,debt_consolidation
